COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
fourth year seminar,psychologist,journal,british psychological society psychology periodicals society psychology science psychologist
veterinary professional life i,handbook of veterinary communication skills,book,communication in medicine veterinarians psychology veterinary medicine practice handbook of veterinary communication skills
bioethics and law for health care leadership,international journal of health policy and management,journal,health policy periodicals medical policy public health administration international journal of health policy and management
bioethics and law for health care leadership,cultures of silence and cultures of voice: the role of whistleblowing in healthcare organisations,article,nurse s role applied ethics 2201 humans cultures of silence and cultures of voice the role of whistleblowing in healthcare organisations
europe under the dictators,the russian revolution,book,soviet union history revolution 1917 1921 russia history february revolution 1917 soviet union the russian revolution
business of freelancing,technical communication,journal,gebruikersinterfaces informatiesystemen communicatiemiddelen technical communication
international marketing,journal of business case studies (online),journal,business case studies periodicals management management case studies periodicals journal of business case studies online
international marketing,"the csr of mnc subsidiaries in developing countries: global, local, substantive or diluted?",article,headquarter subsidiary relationship csr transverse csr management the csr of mnc subsidiaries in developing countries global local substantive or diluted
"social, games and mobile media",international handbook of research in arts education,book,arts study and teaching research education fine arts international handbook of research in arts education
"social, games and mobile media",dramaturgy 101 : illuminating the world of the play,book,courtship drama athens greece drama shakespeare william 1564 1616 midsummer night s dream dramaturgy 101 illuminating the world of the play
"social, games and mobile media",dramatics.,journal,drama festivals periodicals college and school drama college and school drama periodicals dramatics
"social, games and mobile media",lifelong impact : adult perceptions of their high school speech and/or theatre participation,article,case studies partnership small schools lifelong impact adult perceptions of their high school speech and or theatre participation
"social, games and mobile media","defending your program :?? what to know, say, and do when your thatre classes are at risk",article,defending your program what to know say and do when your thatre classes are at risk
trusts,principles of equity and trusts,book,trusts and trustees australia equity australia trusts and trustees principles of equity and trusts
research for teaching,educational research review,journal,educational psychology research periodicals educational psychology periodicals education research periodicals educational research review
social media,not just information: who searches for what on the search engine google?,article,not just information who searches for what on the search engine google
world religions,"research note: rejecting monotheism? polytheism, pluralism, and battlestar galactica",article,research note rejecting monotheism polytheism pluralism and battlestar galactica
wellbeing,nephrology nursing journal,journal,kidneys diseases nursing periodicals nephrology specialties nursing periodicals nephrology nursing journal
advanced qualitative approaches to research,thinking qualitatively: methods of mind,book,social sciences methodology qualitative research thought and thinking thinking qualitatively methods of mind
advanced qualitative approaches to research,the foundations of social research: meaning and perspective in the research process,book,social sciences philosophy social sciences research methodology philosophy the foundations of social research meaning and perspective in the research process
sustainable tourism,mobilities,journal,tourism periodicals transportation periodicals communication and traffic periodicals mobilities
leading the engaged enterprise,leading change through adaptive design,article,biodiversity conservation australia climatic changes environmental aspects australia climatic changes australia leading change through adaptive design
"people, corporates and globalisation",feminist economics,journal,e conomie fe ministe pe riodiques women social conditions feminist economics feminist economics
"animal speciation, radiation, evolution",global ecology and conservation,journal,ecology ecology conservation of natural resources global ecology and conservation
"internal practicum (child, youth and family)",person-centred counselling in action,book,counseling person centered psychotherapy counseling methods person centred counselling in action
introduction to research methodology and evidence based practice,foundations of clinical research: applications to practice,book,medicine research methodology clinical medicine research methodology wetenschappelijke technieken foundations of clinical research applications to practice
environmental technology for sustainability,"steering sustainability in an urbanizing world: policy, practice and performance",book,urban ecology sociology sustainable development urban policy steering sustainability in an urbanizing world policy practice and performance
environmental technology for sustainability,cities as sustainable ecosystems: principles and practices,book,sustainable development urban ecology sociology stadsecologie cities as sustainable ecosystems principles and practices
hollywood and history,history by hollywood: the use and abuse of the american past,book,motion pictures and history historical films united states history and criticism film history by hollywood the use and abuse of the american past
brand and identity design,logo design love: a guide to creating iconic brand identities,book,logos symbols design branding marketing industrial design logo design love a guide to creating iconic brand identities
leading from strategy to operations,excellence in execution: how to implement your strategy,book,strategic planning business planning excellence in execution how to implement your strategy
counselling research project,handbook of qualitative research,book,social sciences research sciences sociales recherche research handbook of qualitative research
principles and practices in early childhood education,"block play and mathematics learning in preschool: the effects of building complexity, peer and teacher interactions in the block area, and replica play materials",article,block play and mathematics learning in preschool the effects of building complexity peer and teacher interactions in the block area and replica play materials
knowledge management and organisational learning,knowledge for action: a guide to overcoming barriers to organizational change,book,organizational change handbooks manuals etc organisationswandel organizational change knowledge for action a guide to overcoming barriers to organizational change
environmental policy and law,the politics of the earth: environmental discourses,book,green movement environmentalism environmental policy the politics of the earth environmental discourses
law of planning,the law of torts in australia,book,torts australia torts australia the law of torts in australia
overseas aid and international development,dont compromise your desire for development! a lacanian/deleuzian rethinking of the anti-politics machine,article,dont compromise your desire for development a lacanian deleuzian rethinking of the anti politics machine
the innovators mindset,charles j. limb: inner sparks,article,periodicals natural history royal society of south australia field naturalists section periodicals charles j limb inner sparks
the innovators mindset,dreaming in motion: celebrating australias indigenous filmmakers,book,artists aboriginal australian motion pictures australian aboriginal australians in motion pictures dreaming in motion celebrating australias indigenous filmmakers
the innovators mindset,ingenius : a crash course on creativity,book,creative thinking creative ability creative ability in business ingenius a crash course on creativity
cognitive processes,emotion,journal,emotions periodicals emotions emotions electronic journals emotion
professional nursing practice in a complex world,physician executive,journal,physicians physicians periodicals practice management medical physician executive
principles of environmental impact assessment,sustainability principles in strategic environmental assessment: a framework for analysis and examples from italian urban planning,article,economic history economic policy regional planning sustainability principles in strategic environmental assessment a framework for analysis and examples from italian urban planning
language for learning and teaching,literacy for the 21st century: a balanced approach,book,language arts primary literacy literature study and teaching primary literacy for the 21st century a balanced approach
language for learning and teaching,the reading teacher,journal,reading periodicals reading remedial teaching reading elementary periodicals the reading teacher
language for learning and teaching,"i dont know if she likes reading: are teachers perceived to be keen readers, and how is this determined?",article,i dont know if she likes reading are teachers perceived to be keen readers and how is this determined
personality and performance,journal of research in personality,journal,psychology periodicals personality periodicals personality journal of research in personality
personality and performance,scandinavian journal of medicine & science in sports,journal,sports periodicals sports physiological aspects periodicals sports medicine periodicals scandinavian journal of medicine science in sports
personality and performance,instrumental emotion regulation in sport: relationships between beliefs about emotion and emotion regulation strategies used by athletes,article,checked by library instrumental emotion regulation in sport relationships between beliefs about emotion and emotion regulation strategies used by athletes
personality and performance,dispositional affectivity and work-related outcomes: a meta-analysis,article,momentary affect business general organizational behaviour dispositional affectivity and work related outcomes a meta analysis
personality and performance,the moderating effects of age in the relationships of job autonomy to work outcomes,article,management evaluation executives research the moderating effects of age in the relationships of job autonomy to work outcomes
personality and performance,"examining the relationship between creativity and innovation: a meta-analysis of organizational, cultural, and environmental factors",article,management evaluation executives research examining the relationship between creativity and innovation a meta analysis of organizational cultural and environmental factors
personality and performance,elementary school childrens cheating behavior and its cognitive correlates,article,african americans psychological aspects criminal behaviour research science research elementary school childrens cheating behavior and its cognitive correlates
personality and performance,international journal of behavioral development,journal,developmental psychology periodicals behaviorism psychology periodicals behaviorism psychology international journal of behavioral development
foundations of business law,essential australian business law,book,commercial law australia business law australia commercial law essential australian business law
foundations of business law,how to pass business law,book,commercial law commercial law study and teaching how to pass business law
culture and religion in asia,asian folklore studies,journal,folklore asia periodicals asia social life and customs periodicals manners and customs asian folklore studies
web metrics,"youve heard of the internet of things, now behold the internet of me",article,telstra firm management electronic mail systems australia management australia youve heard of the internet of things now behold the internet of me
pathology and diseases of production animals,pathologic basis of veterinary disease,book,veterinary pathology pathology veterinary animal diseases pathology pathologic basis of veterinary disease
the developing mind,four aspects of strategic change: contributions to childrens learning of multiplication,article,vwwg vws engagement four aspects of strategic change contributions to childrens learning of multiplication
the developing mind,understanding developmental disorders: a causal modelling approach,book,e tiologie psychology child development deviations understanding developmental disorders a causal modelling approach
introduction to ict research methods,the scientific world journal,journal,sciences general the scientific world journal
approaches to the study of religion,the writings of martin buber,book,philosophy buber martin 1878 1965 buber martin 1878 1965 criticism and interpretation the writings of martin buber
bioethics and law for health care leadership,moral distress among healthcare professionals: report of an institution-wide survey,article,company business management management dynamics employment psychological aspects moral distress among healthcare professionals report of an institution wide survey
bioethics and law for health care leadership,"ethics from the ground up: emerging debates, changing practices and new voices in healthcare",book,medical ethics nursing ethics medical care decision making ethics from the ground up emerging debates changing practices and new voices in healthcare
theory and method,psychological testing and assessment,book,psychological tests australian psychological tests psychological testing and assessment
managing in a health care environment,nurse leader,journal,nursing services organization administration nursing services administration nurse administrators periodicals nurse leader
managing in a health care environment,communication for health care practice,book,communication in nursin communication in nursing australian communication for health care practice
the developing mind,"are intelligence and creativity really so different?: fluid intelligence, executive processes, and strategy use in divergent thinking",article,checked by library are intelligence and creativity really so different fluid intelligence executive processes and strategy use in divergent thinking
the developing mind,beyond modularity: a developmental perspective on cognitive science,book,cognition in children modularity psychology in children nativism psychology beyond modularity a developmental perspective on cognitive science
advanced research in the arts,"self, peer, and group assessment in e-learning",book,peer review web based instruction evaluation computer assisted instruction evaluation self peer and group assessment in e learning
the developing mind,when does cognitive functioning peak? the asynchronous rise and fall of different cognitive abilities across the life span,article,when does cognitive functioning peak the asynchronous rise and fall of different cognitive abilities across the life span
creativity and innovation,the origins of creativity,article,creative thinking congresses creative ability congresses the origins of creativity
creativity and innovation,scientific american mind,journal,brain popular works periodicals neuropsychology popular works periodicals intellect popular works periodicals scientific american mind
human anatomy ii,anastomoses between lower cranial and upper cervical nerves,article,geology india anastomoses between lower cranial and upper cervical nerves
human anatomy ii,"clinical anatomy and the physical examination part i: thorax, abdomen, perineum, and pelvis",article,diagnosis differential family medicine case studies emergency medicine case studies clinical anatomy and the physical examination part i thorax abdomen perineum and pelvis
work and well-being,validating the reduced burnout scale and sequencing of burnout,article,rugby load orthopedics and sports medicine validating the reduced burnout scale and sequencing of burnout
work and well-being,perspectives on safety culture,article,engineering psychology and cognitive sciences medical and health sciences perspectives on safety culture
business of freelancing,service business,journal,tertiary sector dienstensector tertiaire sector service business
introduction to the old testament,"israel in exile, a theological interpretation",book,exiles biblical teaching bible old testament theology israel in exile a theological interpretation
"sustainability, ecology and communities",the politics of sustainability and development,article,the politics of sustainability and development
"sustainability, ecology and communities",tipping toward sustainability: emerging pathways of transformation,article,tipping toward sustainability emerging pathways of transformation
evidence based nursing practice,"developing clinical practice guidelines: target audiences, identifying topics for guidelines, guideline group composition and functioning and conflicts of interest",article,clinical guidelines developing clinical practice guidelines target audiences identifying topics for guidelines guideline group composition and functioning and conflicts of interest
production development,producer to producer: a step-by-step guide to low-budget independent film producing,book,motion pictures production and direction low budget films filmproduktion producer to producer a step by step guide to low budget independent film producing
shipping law,the law and practice of admiralty matters,book,admiralty great britain admiralty admiralty great britain cases the law and practice of admiralty matters
comparative governance and public administration,comparative political studies,journal,political science science politique pe riodiques vergelijkende politicologie comparative political studies
teaching english years 7-10,putting scaffolding to work : the contribution of scaffolding in articulating esl education.,article,vwwg vws engagement putting scaffolding to work the contribution of scaffolding in articulating esl education
crop protection and plant biosecurity,journal of experimental botany,journal,botany periodicals plant physiology periodicals botany experimental periodicals journal of experimental botany
reading reconciliation,reconciliation and colonial power: indigenous rights in australia,book,aboriginal australians social conditions aboriginal australians government relations indigenous peoples civil rights australia reconciliation and colonial power indigenous rights in australia
women in asian societies (oua),culture and society in new order indonesia,book,indone sie vie intellectuelle indonesia intellectual life social conditions culture and society in new order indonesia
women in asian societies (oua),archipel,journal,malay peninsula periodicals malay archipelago periodicals asia malay peninsula archipel
women in asian societies (oua),women and the world economic crisis,book,women in development developing countries developing countries international economic relations women and the world economic crisis
global and regional sustainability,environmental monitoring and assessment,journal,pollution measurement periodicals environmental monitoring periodicals environmental pollution periodicals environmental monitoring and assessment
global and regional sustainability,ecology for transformation,article,consciousness periodicals australian transpersonal institute centre for consciousness transformation deep ecology studies periodicals psychology periodicals ecology for transformation
global and regional sustainability,biodiversity conservation and the eradication of poverty,article,science research use of energy united nations development programme research biodiversity conservation and the eradication of poverty
complex care,clinical psychomotor skills: assessment tools for nurses,book,nursing practice australia clinical competence nursing standards australia clinical psychomotor skills assessment tools for nurses
transformations in the global order,millennium,journal,international relations periodicals international relations relations internationales pe riodiques millennium
transformations in the global order,private authority and international affairs,book,international economic relations congresses international trade congresses international business enterprises congresses private authority and international affairs
counselling placement and supervision group 2,the different drum: community making and peace,book,peace communities spiritual life the different drum community making and peace
future learning design 2019,university teaching in focus: a learning-centred approach,book,college teaching effective teaching classroom management university teaching in focus a learning centred approach
future learning design 2019,making teaching work: teaching smarter in post-compulsory education,book,college teaching college teachers training of effective teaching making teaching work teaching smarter in post compulsory education
current debates in education,teachers college record (1970),journal,education periodicals education e ducation pe riodiques teachers college record 1970
academic learning skills,survive and thrive: skills for your first year at university,book,college student orientation study skills handbooks manuals etc college student orientation australia survive and thrive skills for your first year at university
"society, culture and ecology in asia",the wayfinders: why ancient wisdom matters in the modern world,book,indigenous peoples languages endangered languages acculturation the wayfinders why ancient wisdom matters in the modern world
"society, culture and ecology in asia","tribal communities in the malay world: historical, cultural and social perspectives",book,ethnology southeast asia congresses tribes southeast asia congresses ethnology asia southeastern congresses tribal communities in the malay world historical cultural and social perspectives
"society, culture and ecology in asia",the future of population in asia,book,toekomstverwachtingen population bevolking the future of population in asia
"society, culture and ecology in asia","bijdragen tot de taal-, land- en volkenkunde / journal of the humanities and social sciences of southeast asia",journal,bijdragen tot de taal land en volkenkunde journal of the humanities and social sciences of southeast asia
"society, culture and ecology in asia",indonesian nature conservation newsletter.,journal,occupations rangers and park workers training aiatsiss new south wales sites conservation and protection aiatsiss indonesian nature conservation newsletter
"society, culture and ecology in asia",are the farmers always right? : rethinking assumptions guiding agricultural and environmental research in southeast asia,article,australia action research action research methodology are the farmers always right rethinking assumptions guiding agricultural and environmental research in southeast asia
"society, culture and ecology in asia",civilizing the margins: southeast asian government policies for the development of minorities,book,rural development southeast asia indigenous peoples southeast asia government relations indigenous peoples southeast asia social conditions civilizing the margins southeast asian government policies for the development of minorities
"society, culture and ecology in asia",marketing the rainforest: green panacea or red herring?,article,geography swamp ecology protection and preservation environmental issues marketing the rainforest green panacea or red herring
"society, culture and ecology in asia",the orang kuba of sumatra : deforestation and the people of the forest : the orang rimba or kubu of sumatra,article,the orang kuba of sumatra deforestation and the people of the forest the orang rimba or kubu of sumatra
"society, culture and ecology in asia",the modern anthropology of south-east asia: an introduction,book,southeast asia social life and customs anthropology asia southeastern history ethnology asia southeastern the modern anthropology of south east asia an introduction
"society, culture and ecology in asia","contesting the foreshore: tourism, society, and politics on the coast",book,tourism congresses sustainable development congresses culture and tourism congresses contesting the foreshore tourism society and politics on the coast
animal nutrition and toxicology,goat agskills: a practical guide to farm skills,book,goats goats care and health goats handbooks manuals etc goat agskills a practical guide to farm skills
teaching english in secondary schools,"introducing literature: a practical guide to literary analysis, criticism, and theory",book,teaching methods english literature history and criticism theory etc writing study and teaching secondary introducing literature a practical guide to literary analysis criticism and theory
"terrorists, gangsters and the state",southeast asian affairs,journal,southeast asia politics and government periodicals southeast asia economic conditions periodicals southeast asia periodicals southeast asian affairs
human anatomy ii,"functional anatomy: musculoskeletal anatomy, kinesiology, and palpation for manual therapists",book,manipulation therapeutics kinesiology musculoskeletal system anatomy functional anatomy musculoskeletal anatomy kinesiology and palpation for manual therapists
critical topics in communication and media studies,accessing subscription video on demand : a study of disability and streaming television in australia,book,accessing subscription video on demand a study of disability and streaming television in australia
critical topics in communication and media studies,post script,journal,motion picture plays motion pictures periodicals motion pictures post script
health research and evidence based nursing care,australian health consumer,journal,public health australia periodicals consumers health forum of australia periodicals public health australian health consumer
health research and evidence based nursing care,teaching ebp: getting to the gold: how to search for the best evidence,article,teaching ebp getting to the gold how to search for the best evidence
health research and evidence based nursing care,"evidence-based practice, step by step: implementing an evidence-based practice change",article,health care industry evidence based medicine health evidence based practice step by step implementing an evidence based practice change
health research and evidence based nursing care,australian journal of advanced nursing (online),journal,nursing nursing periodicals nursing australia periodicals australian journal of advanced nursing online
health research and evidence based nursing care,a qualitative study of nursing student experiences of clinical practice,article,111099 nursing not elsewhere classified education clinical placements a qualitative study of nursing student experiences of clinical practice
health research and evidence based nursing care,work-related factors and violence among nursing staff in the european next study: a longitudinal cohort study,article,checked by library work related factors and violence among nursing staff in the european next study a longitudinal cohort study
genetics and evolution,evolutionary analysis,book,evolution biology evolution biology research evolution biology textbooks evolutionary analysis
overseas aid and international development (oua),the search for sustainable markets: the promise and failures of fair trade,article,product counterfeiting law intellectual property international law the search for sustainable markets the promise and failures of fair trade
strategies for growth and excellence,futures,journal,technological forecasting periodicals economic forecasting periodicals economic policy periodicals futures
screen texts,substance,journal,literature periodicals literature substance
principles of counselling 2,psychoanalytic diagnosis: understanding personality structure in the clinical process,book,typology psychology personality development personality assessment psychoanalytic diagnosis understanding personality structure in the clinical process
democracy in doubt,political studies,journal,political science periodicals political science science politique pe riodiques political studies
democracy in doubt,the journal of politics,journal,political science periodicals politics government general political science the journal of politics
media governance and globalisation,the information society,journal,information science periodicals society effects of technological development in information systems serials samenleving the information society
media governance and globalisation,international journal of cultural policy,journal,cultural policy periodicals cultural policy international journal of cultural policy
human resource management perspectives,bridging the research-practice gap: developing a measurement framework for work-life initiatives,article,organizational learning system theory strategic planning bridging the research practice gap developing a measurement framework for work life initiatives
human resource management perspectives,british journal of management,journal,management management periodicals gestion pe riodiques british journal of management
modern japan,sh?wa: an inside history of hirohitos japan,book,sh wa an inside history of hirohitos japan
issues and crisis management,"issue and crisis management: exploring issues, crises, risk and reputation",book,issues management crisis management management issue and crisis management exploring issues crises risk and reputation
social bases of behaviour,sex differences in human mate preferences: evolutionary hypotheses tested in 37 cultures,article,which have implications for telomere life histories in these species and emphasize the need to understand more about telomere processes and trends across species as part of these species differences cellular ageing and life histories however sex differences in human mate preferences evolutionary hypotheses tested in 37 cultures
japanese 6,kitaey? kanjiryoku: j?ky? e tsunageru kiso kanji 800 = power up your kanji : 800 basic kanji as a gateway to advanced japanese,book,kitaey kanjiryoku j ky e tsunageru kiso kanji 800 power up your kanji 800 basic kanji as a gateway to advanced japanese
case based inquiry acute care perspectives 2,"kozier and erbs fundamentals of nursing: concepts, process and practice",book,nursing nursing australia textbooks nursing practice kozier and erbs fundamentals of nursing concepts process and practice
case based inquiry acute care perspectives 2,opioid-induced constipation: challenges and therapeutic opportunities,article,opioid induced constipation challenges and therapeutic opportunities
asian studies project,journal of ecotourism,journal,ecotourism periodicals ecotourism journal of ecotourism
advanced research in the arts (oua),strategies for increasing the efficacy of collaborative grant writing groups in preparing federal proposals,article,strategies for increasing the efficacy of collaborative grant writing groups in preparing federal proposals
methods for complex inquiry,the practice of qualitative research,book,social sciences research qualitative research qualitative research the practice of qualitative research
introduction to community development,resource manual for facilitators in community development: volume i and volume ii,book,community development victoria community development handbooks manuals etc community development australia victoria resource manual for facilitators in community development volume i and volume ii
stakeholder governance in a business-society ecosystem,organizational ethics: a practical approach,book,business ethics corporate culture ethics organizational ethics a practical approach
stakeholder governance in a business-society ecosystem,communications of the association for information systems,journal,information technology computer science electronic data processing periodicals communications of the association for information systems
advanced research in the arts,interdisciplinarity: a critical assessment,article,interdisciplinarity a critical assessment
accounting processes,"financial accounting: reporting, analysis and decision making",book,accounting bookkeeping textbooks accounting textbooks financial accounting reporting analysis and decision making
counselling placement and supervision group 1,on being a supervisee: creating learning partnerships,book,medical personnel training of human services personnel training of learning on being a supervisee creating learning partnerships
introduction to legal skills for migration practitioners,legislation and statutory interpretation,book,statutes australia law australia interpretation and construction statutes legislation and statutory interpretation
economics in society,the australian economy: your guide,book,australia economic conditions 2001 labour economics australia economic policy 2001 the australian economy your guide
introduction to statistics,understanding basic statistics,book,mathematical statistics mathematical statistics problems exercises etc mathematical statistics textbooks understanding basic statistics
critical topics in communication and media studies,"smart thinking: how to think conceptually, design solutions and make decisions",book,problem solving mental efficiency reasoning smart thinking how to think conceptually design solutions and make decisions
critical topics in communication and media studies,beyond the aww factor: human interest profiles of paralympians and the media navigation of physical difference and social stigma,article,beyond the aww factor human interest profiles of paralympians and the media navigation of physical difference and social stigma
critical topics in communication and media studies,technical report writing today,book,technical writing technical reports compilation manuals report writing technical report writing today
critical topics in communication and media studies,community-based multiliteracies & digital media projects: questioning assumptions and exploring realities,book,computers and literacy narrative inquiry research method literacy social aspects community based multiliteracies digital media projects questioning assumptions and exploring realities
critical topics in communication and media studies,media and communication research methods,book,mass media research methodology communication research methodology forschungsmethode media and communication research methods
global media and culture,new media cultures,book,mass media social aspects mass media digital media new media cultures
global media and culture,cultural theory and popular culture: an introduction,book,culture philosophy popular culture philosophy alltagskultur cultural theory and popular culture an introduction
acquisition of skills and motor control,"exercise physiology: nutrition, energy, and human performance",book,exercise physiological aspects sports medicine nutrition exercise physiology nutrition energy and human performance
wildlife comparative pathology,infectious diseases and pathology of reptiles: color atlas and text,book,pathology reptiles infections atlases reptiles infections infectious diseases and pathology of reptiles color atlas and text
wildlife medicine,reptile medicine and surgery,book,veterinary surgery veterinary medicine captive reptiles surgery reptile medicine and surgery
wildlife medicine,the anatomy and physiology of the avian endocrine system,article,neuropsychology congresses affiliation psychology physiological aspects congresses neurosecretion physiology congresses the anatomy and physiology of the avian endocrine system
overseas aid and international development (oua),"community capacity-building: something old, something new . . .?",article,australian newspapers new south wales sydney australia new south wales u at ne community capacity building something old something new
overseas aid and international development (oua),tourism and development: concepts and issues,book,economic development tourism tourism economic aspects tourism and development concepts and issues
practical methods of instruction,journal of engineering education,journal,engineering study and teaching periodicals engineering study and teaching higher periodicals art nouveau journal of engineering education
practical methods of instruction,adult learning and development : perspectives from educational psychology,book,educational psychology adult education psychological aspects developmental psychology adult learning and development perspectives from educational psychology
practical methods of instruction,learning and instruction,journal,learning periodicals teaching periodicals teaching learning and instruction
practical methods of instruction,modelling and coaching of relevant metacognitive strategies for enhancing university students learning,article,modelling and coaching of relevant metacognitive strategies for enhancing university students learning
virtual environments for games and simulations,adaptive code: agile coding with design patterns and solid principles,book,agile software development user interfaces computer systems adaptive code agile coding with design patterns and solid principles
virtual environments for games and simulations,beginning math and physics for game programmers,book,computer science mathematics computer games programming physics data processing beginning math and physics for game programmers
virtual environments for games and simulations,physics modeling for game programmers,book,computer games programming physics data processing computer graphics physics modeling for game programmers
knowledge management,knowledge and process management,journal,organizational change periodicals production management periodicals corporate reorganizations periodicals knowledge and process management
communication strategy and planning,international business-society management: linking corporate responsibility and globalization,book,globalization social responsibility of business international business enterprises international business society management linking corporate responsibility and globalization
internship,psychology and indigenous australians: foundations of cultural competence,book,psychology australia cultural competence australia aboriginal australians history psychology and indigenous australians foundations of cultural competence
"small, medium and large",television: the critical view,book,television broadcasting united states united states television criticism television the critical view
issues and practices,"schooling internationally: globalisation, internationalisation, and the future for international schools",book,international education international schools education and globalization schooling internationally globalisation internationalisation and the future for international schools
communication research,mass communication & society,journal,mass media social aspects periodicals communication social aspects periodicals mass media and culture periodicals mass communication society
communication research,visual methodologies : an introduction to researching with visual materials,book,visual communication visual literacy comunicacio n visual visual methodologies an introduction to researching with visual materials
the developing mind,cognitive ability and party affiliation: the role of the formative years of political socialization,article,checked by library cognitive ability and party affiliation the role of the formative years of political socialization
business analysis and systems development approaches,essential business process modeling,book,management information systems planning business data processing management essential business process modeling
ideas in education,digital storytelling: a powerful technology tool for the 21st century classroom,article,digital storytelling a powerful technology tool for the 21st century classroom
crime scene investigation ii,forensic science international,journal,chemistry forensic periodicals medical jurisprudence periodicals gerechtelijke chemie forensic science international
corporations law,corporations law: in principle,book,corporation law australia problems exercises etc corporation law australia financial services corporations law in principle
"politics, journalism and society",journalism: theory in practice,book,journalisten beroepspraktijk journalism australia journalism theory in practice
"religion, politics, and society in sixteenth-century england",reform and reformation: england 1509-1558,book,reformation england great britain history henry viii 1509 1547 great britain history tudors 1485 1603 reform and reformation england 1509 1558
"religion, politics, and society in sixteenth-century england",the european reformations,book,reformation counter reformation church history 15th century the european reformations
terrorism in a globalised world,ps: political science and politics,journal,political science periodicals science politique pe riodiques political science ps political science and politics
international media law,australian media law,book,telecommunication law and legislation australia mass media law and legislation australia mass media law and legislation australian media law
consulting and freelancing,beat the daily grind reduce the risks of starting up a home business,article,beat the daily grind reduce the risks of starting up a home business
consulting and freelancing,small business growth: strategic goals and owner preparedness,article,small business growth strategic goals and owner preparedness
financial management in health care,demand uncertainty and cost behavior,article,transaction cost uncertainty efficiency demand uncertainty and cost behavior
wellbeing,theories of developmental psychology,book,developmental psychology philosophy developmental psychology child psychology philosophy theories of developmental psychology
wellbeing,the patient and power: sociological perspectives on the consequences of holistic care,article,science research management dynamics physician and patient research the patient and power sociological perspectives on the consequences of holistic care
wellbeing,community-based arts program for youth in low-income communities: a multi-method evaluation,article,screen time disadvantaged adolescents community based arts program for youth in low income communities a multi method evaluation
wellbeing,"efficacy of interventions that use apps to improve diet, physical activity and sedentary behaviour: a systematic review",article,literature searches randomized controlled trial smartphone application efficacy of interventions that use apps to improve diet physical activity and sedentary behaviour a systematic review
wellbeing,ecopsychology,journal,environment periodicals environmental health ecology ecopsychology
advanced criminal law,criminal laws : materials and commentary on criminal law and process of new south wales,book,criminal procedure new south wales criminal law new south wales criminal law australia new south wales criminal laws materials and commentary on criminal law and process of new south wales
advanced criminal law,mind,journal,philosophy psychology periodicals philosophy periodicals mind
advanced criminal law,beyond the sext: technology-facilitated sexual violence and harassment against adult women,article,sexual harassment laws regulations and rules law sexting beyond the sext technology facilitated sexual violence and harassment against adult women
advanced criminal law,criminal law review,journal,criminal law review
understanding religion in australian society,the bhagavadgita in the mahabharata: text and translation,book,bhagavadgi ta in the maha bha rata criticism interpretation etc bhagavadgita english sanskrit 11 92 hinduism the bhagavadgita in the mahabharata text and translation
advanced business analysis and design,where now for development methodologies?,article,community development education tertiary education achievement where now for development methodologies
introduction to research for educators,qualitative research & evaluation methods,book,evaluation research social action programs social sciences methodology qualitative research qualitative research evaluation methods
women in asian societies,change and continuity in the minangkabau matrilineal system,article,pauka kirstin books book reviews book reviews change and continuity in the minangkabau matrilineal system
