COURSENAME,COMBINED_TITLE,RESOURCE_TYPE,SUBJECTS
water conservation and auditing,water policy,journal,reform water management policy resource environmental
veterinary structure and function ii,color atlas of veterinary anatomy,book,anatomy atlas horse atlases color cat veterinary
"politics, journalism and society",the manipulators : how the pr industry is taking on journalism,article,industry news interest take general manipulator opinion pr commentary journalism
mining and natural resources law,australian mining and petroleum law journal,journal,legislation mining periodical australia petroleum australian mine law journal
contemporary fiction writing,the writers reader: a guide to writing fiction and poetry,book,authorship reader fiction poetry write guide creative writer
facilitating lifelong learning,adult learning: linking theory and practice,book,learn practice program education general link activity theory adult
facilitating lifelong learning,mastering the techniques of teaching,book,teach technique state college united master
"anthropology, society and culture",the other,book,fiction male state recluses friendship washington
"anthropology, society and culture",the headman and i: ambiguity and ambivalence in the fieldworking experience,book,ambivalence jean panare headman indians fieldwork fieldworking 1940 paul ethnology experience ambiguity dumont
"anthropology, society and culture",modernist anthropology: from field work to text,book,text anthropology modernist fieldwork work literature field methodology
"anthropology, society and culture",perspectives in marxist anthropology,book,dialectical anthropology marxist materialism marxisme perspective
"anthropology, society and culture",amnesty international indigenous rights update no.3,journal,amnesty tasmania right indigenous ponl geneva update 3 international
"anthropology, society and culture","writing culture: the poetics and politics of ethnography, a school of american research advanced seminar",book,authorship culture advance american ethnography poetics congress politics congresses writing seminar ethnology research school methodology
ethics,ethical issues in behavioral research: basic and applied perspectives,book,basic ethic experimentation ethical issue animal research behavioral psychology perspective business apply
ethics,the cambridge companion to christian ethics,book,philosophy ethic ethik companion cambridge christian christliche
principles of physics,sears and zemanskys university physics: with modern physics,book,zemanskys university textbooks physic modern sears
principles of physics,european journal of physics,journal,study teach physique physic riodiques pe european journal
veterinary structure and function iv,veterinary neuroanatomy: a clinical approach,book,anatomy neuroanatomy approach clinical veterinary neurology
"audiences, users and participants",work and organizational behaviour,book,organizational werkstructurering work organisationsverhalten behavior behaviour
indigenous sustainability,overturning the doctrine: indigenous people and wilderness being aboriginal in the environmental movement,article,movement attitudes aboriginal area australia overturn indigenous doctrine perspective wilderness people environmental
teaching secondary science (7-10),from stem to steam: using brain-compatible strategies to integrate the arts,book,learning brain teach steam education approach interdisciplinary stem use compatible strategy art cognitive study integrate
christology,scottish journal of theology,journal,scottish theology theologie riodiques ologie pe journal
christology,revisiting the franciscan doctrine of christ,article,revisit science periodical christ history doctrine natural franciscan physical
christology,theological studies,journal,theology jesuit periodical church catholic study theological
environmental engineering design,motivating change: sustainable design and behaviour in the built environment,book,change development design sustainable urban architecture environment build motivate behaviour
creative ways to work with community (oua),community work or social change? : an australian perspective,book,change development immigrant social service work australia community perspective australian
public policy analysis,decisions and nondecisions: an analytical framework,article,nongovernment delivery nondecisions service analytical u decision framework organisation tm
public policy analysis,what is lesson-drawing?,article,fiction aunt cousin lesson draw people disability juvenile
asian centuries,vietnamese women in society and revolution,book,society social condition vietnamese woman history vietnam revolution
practical methods of instruction for secondary school science and mathematics,on excellence in teaching,book,unterrichtserfolg teach effective teaching excellence
understanding international politics (oua),theories of international relations,book,philosophy theory relation international
mentoring,academy of management. the academy of management review; briarcliff manor,journal,industrial periodical management academy review briarcliff manor
communicating global issues,corporate responsibility,book,responsibility development social corporate sustainable business
communicating global issues,"trafficking in law: cause lawyer, bureaucratic state and rights of human trafficking victims in thailand",article,cause human right bureaucratic state traffic victim lawyer thailand law
teaching science in early childhood and primary,try this: child-led inquiry,article,science question classrooms education plan inquiry lead child try answer
"introduction to literature, writing and performance",efs visit to a small planet: some questions to ask a play,article,play somerset small guinea planet question new efs wale visit south ask england
teaching drama,breaking with realism,article,social periodical australia ne woman u realism life australian custom break
"sustainability, ecology and communities (oua)",transitioning to low carbon communitiesfrom behaviour change to systemic change: lessons from australia,article,change transition carbon communitiesfrom systemic australia lesson low behaviour
wellbeing (oua),what do we mean by wellbeing? and why might it matter?,article,mean wellbeing evaluation might job matter business international security
wellbeing (oua),discourse on wellbeing in research and practice,article,aspect therapist therapists discourse wellbeing practice patient management dynamic music religious research
wellbeing (oua),whole brain learning: the fine arts with students at risk,article,learning brain student fine whole risk arts
wellbeing (oua),interplay wellbeing framework: a collaborative methodology bringing together stories and numbers to quantify aboriginal cultural values in remote australia,article,story wellbeing aboriginal cultural together remote value australia bring framework interplay number quantify collaborative methodology
indigenous tourism issues,rethinking authenticity in tourism experience,article,memory authenticity china experience rethink lijiang tourism
learning and teaching,beginning teaching and beyond,book,student teacher beyond teach begin train
community development theory and practice,"foucault and political reason: liberalism, neo-liberalism, and rationalities of government",book,science michel reason political rationality government foucault liberalism contribution neo
economics of sustainability,prosperity without growth: economics for a finite planet,book,aspect development economic prosperity finite planet economics wealth globalization sustainable without growth
complexities of health and illness across the lifespan 3,acccns critical care nursing,book,acccns intensive nursing nurse australia critical care
screen text,film: the essential study guide,book,industry film picture essential motion guide study
teaching mathematics in secondary schools,"the mathematics curriculum, social justice and ethnomathematics",article,access social 1991 national mathematics justice curriculum statement ethnic australian school ethnomathematics group
teaching mathematics in secondary schools,teaching secondary school mathematics : theory into practice,book,teach practice mathematics teaching school theory secondary study
festivals and events,"event studies: theory, research, and policy for planned events",book,plan management research theory event policy study special
festivals and events,festival & special event management,book,management australia festival event special
community and social policy,social policy,book,1979 social britain policy great
community and social policy,public policymaking: an introduction,book,science planning state policymaking politics government public policy political introduction united
community and social policy,dont think of an elephant!: know your values and frame the debate,book,elephant debate 2009 state politics progressivism government dont know value communication frame 2001 united think
practical methods of instruction,"teaching, questioning, and learning",book,question learning teach learn
introduction to chiropractic,"medicine, health care and philosophy",journal,philosophy europe bioethics periodical medical health care medicine
physical examination,clinical medicine,book,etc question examination methodology diagnosis clinical method medicine
communication project,quaestus,journal,aspect romania culture economic periodical pollution quaestus tourism
communication project,the growing importance of social media in business marketing,article,medium social importance australia grow business behavior consumer market marketing
communication project,annual influenza vaccination,article,annual influenza vaccination
the creeds (100-500 ce),decrees of the ecumenical councils,book,ecumenical decree council cartholicism doctrine synod
principles of counselling 1,basic personal counselling: a training manual for counsellors,book,handbooks etc basic counsellor personal manual counsel counselling behavior help train
principles of counselling 1,a safe place for change: skills and capacities for counselling and therapy,book,change counsel place skill counselor capacity therapy method safe train
work and well-being,occupational and environmental medicine,journal,occupational periodical health environmental medicine
work and well-being,counselling skills for dummies: a practical guide to becoming a better communicator and listener,book,good counsel skill communicator listener guide practical become dummy
work and well-being,application of a human error framework to conduct train accident/incident investigations,article,human application accident right train investigation standard safety framework recall product conduct error incident law
sustainability in practice,application of a gondwanan perspective to restore ecological integrity in the south-western australian global biodiversity hotspot,article,western application restore integrity ecological gondwanan south global biodiversity perspective australian hotspot
sustainability in practice,sociologia ruralis,journal,periodical rural ruralis sociology sociologia
anthropology and its others,financial times,journal,time financial
anthropology and its others,the ritual process: structure and anti-structure,book,ndembu structure social rite process rites anti african ritual people ceremony
anthropology and its others,violent depictions: representing violence across cultures,book,aspect culture mass violent depiction represent violence moral across literature ethical medium
comparative law,"comparative law: cases, text, materials",book,text comparative material case bibliography law
manager as a performance coach,international journal of evidence based coaching and mentoring,journal,mentoring personal evidence periodical coaching mentor coach executive base international journal
manager as a performance coach,conflict resolution that reaps great rewards,article,legislation conflict resolution reward reap australia great dispute relation domestic law
bioenergy and resource recovery,wastewater engineering: treatment and resource recovery,book,disposal wastewater engineering water sewerage treatment reuse sewage resource recovery
fish and wildlife populations,marine fisheries ecology,book,aspect environmental fishery ecology management fish marine
principles of wildlife epidemiology and disease risk analysis,journal of animal ecology,journal,ecologie animal ecology periodical journal
paul,methods for matthew,book,methode hermeneutics mattha usevangelium matthew method
the second world war in europe,the war of the world: 20th-century conflict and the descent of the west,book,cause world 20th century conflict politics west war descent
professional issues in nursing practice,clinical deterioration in hospital inpatients: the need for another paradigm shift,article,another paradigm heart method hospital service plan medical clinical emergency amp arrest shift epidemiology inpatient deterioration advance need prevention care
international political economy,the rise of china and the future of the west; can the liberal system survive?,article,diplomatic future state relation china west survive system rise united liberal
public policy and international affairs foundations,"whats politics got to do with it?: why donors find it so hard to come to terms with politics, and why this matters",article,aspect hard find social service economic get analysis whats politics term donor matter poverty come debate
indonesian 5,kamus inggris-indonesia,book,indonesia dictionary english definition kamus inggris
acquisition of human resources,management research news,journal,news management research
media audiences,critical readings: media and audiences,book,mass audience reading critical medium
media audiences,media choice: a theoretical and empirical overview,book,overview aspect empirical social mass psychological choice psychology theoretical medium
media audiences,"playing video games: motives, responses, and consequences",book,play aspect game computerspiel response video consequence psychological motives
media audiences,"media audiences: effects, users, institutions, and power",book,mass effect audience public dias power influence institution user medium
project strategy and management,service design: 250 essential methods,book,aspect industry design social service plan essential 250 business method customer
integrated early childhood curriculum,play-based preschool curriculum: a practical resource for teachers interested in promoting play-based curriculum in a preschool setting,book,play development teacher promote education preschool base curriculum practical set interested child resource
"music, drama and writing",the therapeutic presence of the art therapist,article,therapeutic therapist presence regulation psychology health art rule mental law
"music, drama and writing",it is not just music and rhythm . . . evaluation of a drumming-based intervention to improve the social wellbeing of alienated youth,article,wellbeing social intervention evaluation drum music base improve alienate youth rhythm
business intelligence application development,information systems management,journal,management information system
practical skills,the british journal of general practice,journal,physicians practice family periodical general journal british medicine
environmental policy for the 21st century,australian journal of agricultural and resource economics,journal,aspect economic periodical economics australia agricultural agriculture australian natural resource journal
the silk roads,the cambridge history of china,book,dynasty 1644 1912 china history cambridge civilization qing
"culture, communities and sustainability in asia",iias newsletter / international institute for asian studies,journal,asian asia institute periodical research iias study international newsletter
"culture, communities and sustainability in asia",battle for bali: fighting back unchecked development,article,development unchecked battle back fight bali
"culture, communities and sustainability in asia","tourism and global environmental change: ecological, social, economic, and political interrelationships",book,change aspect environmental tourisme social economic ecological interrelationship global political tourism
"culture, communities and sustainability in asia",southeast asia: the human landscape of modernization and development,book,human asia development landscape southeast economic condition geography modernization
"culture, communities and sustainability in asia","credit and debt in indonesia, 860-1930: from peonage to pawnshop, from kongsi to cooperative",book,indonesia 1930 860 credit pawnshop peonage congress cooperative kongsi loan history debt
"culture, communities and sustainability in asia",the social dynamics of economic innovation,book,anthropology social economic dynamic innovation
"culture, communities and sustainability in asia",ecology and religion,book,aspect christianity ecology religion general moral religious ethical
"culture, communities and sustainability in asia",how blaming slash and burn farmers is deforesting mainland southeast asia,article,deforest asia southeast check slash farmer mainland burn blaming library
"culture, communities and sustainability in asia",the indigenous world 2002-2003,book,human 2003 world people right 2002 indigenous case study
"culture, communities and sustainability in asia","vines that wont bind-- : proceedings of a conference held in chiang mai, thailand, 1995",book,1995 proceeding chiang wont vine mai bind hold conference thailand
"culture, communities and sustainability in asia",the politics of environment in southeast asia: resources and resistance,book,aspect asia southeast economic politics protection environment conservation resistance natural resource environmental
complexities of health and illness across the lifespan 2,"seeking asylumtrauma, mental health, and human rights: an australian perspective",article,human right seek asylumtrauma health perspective australian mental
professional development portfolio,assessment & evaluation in higher education,journal,test high evaluation periodical education assessment
veterinary structure and function iii,guide to the dissection of the dog,book,dissection dog anatomy guide
veterinary structure and function iii,textbook of veterinary histology,book,anatomy livestock histology veterinary textbook
veterinary structure and function iii,medical physiology,book,human medical physiologie physiology
aboriginal and torres strait islander perspectives across the curriculum,the flash of recognition: photography and the emergence of indigenous rights,book,photography aspect aboriginal social 1959 right albert condition work indigenous 1902 namatjira pictorial flash political australian recognition emergence
international management,the competitive advantage of nations. (cover story),article,story industry operator dario advantage cover tour competitive flota nation travel
international management,multinational management: a strategic approach,book,multinational enterprise strategic plan management approach globalization business international
"teaching, learning and working in culturally diverse environments",identity and cultural diversity: what social psychology can teach us,book,aspect teach social cultural pluralism immigration emigration u identity multiculturalism psychology diversity
"children, families and communities",school personnels perceptions of family-school communication: a qualitative study,article,family perception dementia general personnel qualitative practitioner health attitude communication school study
"children, families and communities",windows on learning: documenting young childrens work,book,childrens report childhood early learn education documentation work young portfolio school document windows
governance and politics in the 21st century,european view,journal,europe europa politics view european
communication skills for undergraduate study,population dynamics and climate change: what are the links?,article,change ecological dynamic population forest link climate monitor method parameter
democracy and political change,american sociological review,journal,american periodical sociology review sociologie sociological
principles and processes of interventions,addiction counselling : content and process,book,abuse handbook etc content addiction manual counsel process counselor client addict drug
principles and processes of interventions,teaching individuals with developmental delays: basic intervention techniques,book,individual basic teach delay nursing nurse intervention technique practical method care developmental
introduction to history,history : a very short introduction,book,short philosophy historiografi history histoire philosophie introduction
introduction to history,the tokyo war crimes trial: an international symposium,book,east tribunal crime 1948 congress far symposium 1946 tokyo war military japan trial international
fourth year seminar,psychologist,journal,society psychologist science periodical psychological british psychology
veterinary professional life i,handbook of veterinary communication skills,book,handbook practice skill veterinarian psychology communication veterinary medicine
bioethics and law for health care leadership,international journal of health policy and management,journal,administration periodical management public medical health policy international journal
bioethics and law for health care leadership,cultures of silence and cultures of voice: the role of whistleblowing in healthcare organisations,article,human role whistleblowing healthcare ethic 2201 nurse culture voice organisation apply silence
europe under the dictators,the russian revolution,book,revolution russian russia union history 1921 soviet february 1917
business of freelancing,technical communication,journal,informatiesystemen technical communication communicatiemiddelen gebruikersinterfaces
international marketing,journal of business case studies (online),journal,online management periodicals business case study journal
international marketing,"the csr of mnc subsidiaries in developing countries: global, local, substantive or diluted?",article,local subsidiary headquarter relationship management csr transverse global mnc dilute country substantive develop
"social, games and mobile media",international handbook of research in arts education,book,handbook teach fine education research art study international arts
"social, games and mobile media",dramaturgy 101 : illuminating the world of the play,book,play 1564 world 101 dream athens courtship shakespeare drama greece william 1616 midsummer night illuminating dramaturgy
"social, games and mobile media",dramatics.,journal,periodical drama festival college dramatics school
"social, games and mobile media",lifelong impact : adult perceptions of their high school speech and/or theatre participation,article,small partnership theatre high impact lifelong speech participation perception case school study adult
"social, games and mobile media","defending your program :?? what to know, say, and do when your thatre classes are at risk",article,defend thatre class program say risk know
trusts,principles of equity and trusts,book,trust principle australia trustee trustees equity
research for teaching,educational research review,journal,educational periodical education review psychology research
social media,not just information: who searches for what on the search engine google?,article,google engine information search
world religions,"research note: rejecting monotheism? polytheism, pluralism, and battlestar galactica",article,battlestar polytheism galactica pluralism monotheism note research reject
wellbeing,nephrology nursing journal,journal,nursing nurse diseases nephrology periodical kidney specialty journal
advanced qualitative approaches to research,thinking qualitatively: methods of mind,book,science social qualitatively qualitative research method mind think methodology
advanced qualitative approaches to research,the foundations of social research: meaning and perspective in the research process,book,science philosophy mean social foundation process perspective research methodology
sustainable tourism,mobilities,journal,periodical transportation traffic communication tourism mobility
leading the engaged enterprise,leading change through adaptive design,article,change aspect design climatic australia biodiversity conservation lead adaptive environmental
"people, corporates and globalisation",feminist economics,journal,social ministe condition economics woman fe feminist e riodiques conomie pe
"animal speciation, radiation, evolution",global ecology and conservation,journal,ecology global conservation natural resource
"internal practicum (child, youth and family)",person-centred counselling in action,book,counsel centre psychotherapy person method center action
introduction to research methodology and evidence based practice,foundations of clinical research: applications to practice,book,application foundation practice wetenschappelijke medicine clinical research technieken methodology
environmental technology for sustainability,"steering sustainability in an urbanizing world: policy, practice and performance",book,performance development world practice ecology sociology urban sustainable policy sustainability urbanizing steer
environmental technology for sustainability,cities as sustainable ecosystems: principles and practices,book,development city practice ecosystems ecology principle sustainable urban sociology stadsecologie
hollywood and history,history by hollywood: the use and abuse of the american past,book,abuse past historical film picture american state motion history use hollywood criticism united
brand and identity design,logo design love: a guide to creating iconic brand identities,book,industrial design symbol logo logos brand guide identity create love iconic marketing
leading from strategy to operations,excellence in execution: how to implement your strategy,book,strategic planning plan excellence implement strategy business execution
counselling research project,handbook of qualitative research,book,handbook science social sociales qualitative recherche research
principles and practices in early childhood education,"block play and mathematics learning in preschool: the effects of building complexity, peer and teacher interactions in the block area, and replica play materials",article,play complexity teacher learn area interaction mathematics effect preschool build peer block material replica
knowledge management and organisational learning,knowledge for action: a guide to overcoming barriers to organizational change,book,change handbook organizational etc knowledge barrier manual organisationswandel guide overcome action
environmental policy and law,the politics of the earth: environmental discourses,book,environmentalism discourse earth politics green policy movement environmental
law of planning,the law of torts in australia,book,law tort australia
overseas aid and international development,dont compromise your desire for development! a lacanian/deleuzian rethinking of the anti-politics machine,article,development deleuzian compromise dont politics anti machine rethink desire lacanian
the innovators mindset,charles j. limb: inner sparks,article,society j inner limb periodical spark australia history south royal natural field section charles naturalist
the innovators mindset,dreaming in motion: celebrating australias indigenous filmmakers,book,aboriginal picture dream celebrate motion artist indigenous australias filmmaker australian
the innovators mindset,ingenius : a crash course on creativity,book,creativity course crash business creative ingenius ability think
cognitive processes,emotion,journal,journal periodical emotion electronic
professional nursing practice in a complex world,physician executive,journal,practice periodical management executive medical physician
principles of environmental impact assessment,sustainability principles in strategic environmental assessment: a framework for analysis and examples from italian urban planning,article,regional strategic economic planning assessment analysis italian urban history framework policy examples sustainability environmental principles
language for learning and teaching,literacy for the 21st century: a balanced approach,book,century teach language approach 21st balance primary literacy literature art study
language for learning and teaching,the reading teacher,journal,teacher teach periodical read elementary remedial
language for learning and teaching,"i dont know if she likes reading: are teachers perceived to be keen readers, and how is this determined?",article,teacher reader determine perceive keen dont know like read
personality and performance,journal of research in personality,journal,periodical psychology research personality journal
personality and performance,scandinavian journal of medicine & science in sports,journal,aspect science physiological periodical journal scandinavian sport medicine
personality and performance,instrumental emotion regulation in sport: relationships between beliefs about emotion and emotion regulation strategies used by athletes,article,athlete beliefs relationship check strategy regulation use emotion instrumental library sport
personality and performance,dispositional affectivity and work-related outcomes: a meta-analysis,article,organizational momentary meta general analysis work affect dispositional affectivity business outcome relate behaviour
personality and performance,the moderating effects of age in the relationships of job autonomy to work outcomes,article,evaluation effect management relationship work age executive moderate job research outcome autonomy
personality and performance,"examining the relationship between creativity and innovation: a meta-analysis of organizational, cultural, and environmental factors",article,organizational cultural creativity evaluation meta management relationship analysis executive examine innovation research factor environmental
personality and performance,elementary school childrens cheating behavior and its cognitive correlates,article,childrens aspect science behavior american criminal cognitive psychological correlate research african cheat school elementary behaviour
personality and performance,international journal of behavioral development,journal,development periodical journal behavioral psychology developmental international behaviorism
foundations of business law,essential australian business law,book,essential australia business australian law commercial
foundations of business law,how to pass business law,book,teach pas business study law commercial
culture and religion in asia,asian folklore studies,journal,asia asian social periodical manner life folklore custom study
web metrics,"youve heard of the internet of things, now behold the internet of me",article,mail internet telstra management australia thing youve system behold hear firm electronic
pathology and diseases of production animals,pathologic basis of veterinary disease,book,disease pathologic animal pathology veterinary basis
the developing mind,four aspects of strategic change: contributions to childrens learning of multiplication,article,change aspect childrens vws strategic four learn vwwg engagement multiplication contribution
the developing mind,understanding developmental disorders: a causal modelling approach,book,development disorder deviation approach causal e psychology child tiologie understand model developmental
introduction to ict research methods,the scientific world journal,journal,science world general scientific journal
approaches to the study of religion,the writings of martin buber,book,philosophy 1965 writing interpretation buber martin 1878 criticism
bioethics and law for health care leadership,moral distress among healthcare professionals: report of an institution-wide survey,article,healthcare aspect report survey among management psychological distress moral dynamic company wide business professional institution employment
bioethics and law for health care leadership,"ethics from the ground up: emerging debates, changing practices and new voices in healthcare",book,change healthcare ethic debate nurse practice new make emerge voice medical decision ground care
theory and method,psychological testing and assessment,book,test testing psychological assessment australian
managing in a health care environment,nurse leader,journal,leader nursing nurse service administration periodical administrator organization
managing in a health care environment,communication for health care practice,book,nursing practice nursin health communication australian care
the developing mind,"are intelligence and creativity really so different?: fluid intelligence, executive processes, and strategy use in divergent thinking",article,intelligence creativity different fluid really process check executive strategy use thinking library divergent
the developing mind,beyond modularity: a developmental perspective on cognitive science,book,beyond science cognition psychology perspective child nativism cognitive modularity developmental
advanced research in the arts,"self, peer, and group assessment in e-learning",book,learn web self evaluation assessment review instruction base e peer assist computer group
the developing mind,when does cognitive functioning peak? the asynchronous rise and fall of different cognitive abilities across the life span,article,asynchronous different functioning across peak fall life span rise cognitive ability
creativity and innovation,the origins of creativity,article,creativity congress thinking creative origins ability
creativity and innovation,scientific american mind,journal,brain popular neuropsychology american periodical work intellect mind scientific
human anatomy ii,anastomoses between lower cranial and upper cervical nerves,article,cervical upper anastomose geology nerve cranial india low
human anatomy ii,"clinical anatomy and the physical examination part i: thorax, abdomen, perineum, and pelvis",article,physical anatomy differential family perineum abdomen thorax examination emergency diagnosis clinical case pelvis study part medicine
work and well-being,validating the reduced burnout scale and sequencing of burnout,article,burnout reduce scale sequence load rugby validate orthopedics sport medicine
work and well-being,perspectives on safety culture,article,science engineering culture perspectives safety medical psychology health cognitive
business of freelancing,service business,journal,service sector tertiaire tertiary business dienstensector
introduction to the old testament,"israel in exile, a theological interpretation",book,exile theology teach testament israel bible interpretation biblical old theological
"sustainability, ecology and communities",the politics of sustainability and development,article,sustainability development politics
"sustainability, ecology and communities",tipping toward sustainability: emerging pathways of transformation,article,pathway transformation tip emerge sustainability toward
evidence based nursing practice,"developing clinical practice guidelines: target audiences, identifying topics for guidelines, guideline group composition and functioning and conflicts of interest",article,target conflict interest practice function group guideline audience topic identify clinical composition develop
production development,producer to producer: a step-by-step guide to low-budget independent film producing,book,film picture direction filmproduktion produce step motion independent guide production budget low producer
shipping law,the law and practice of admiralty matters,book,practice britain matter case great law admiralty
comparative governance and public administration,comparative political studies,journal,study science politicologie comparative vergelijkende political politique riodiques pe
teaching english years 7-10,putting scaffolding to work : the contribution of scaffolding in articulating esl education.,article,vws scaffold vwwg engagement articulate esl education work contribution put
crop protection and plant biosecurity,journal of experimental botany,journal,plant periodical physiology botany experimental journal
reading reconciliation,reconciliation and colonial power: indigenous rights in australia,book,australians civil aboriginal social right condition australia government indigenous colonial power australian reconciliation relation people
women in asian societies (oua),culture and society in new order indonesia,book,intellectual society indonesia culture social new condition indone life intellectuelle vie order sie
women in asian societies (oua),archipel,journal,asia malay periodical peninsula archipelago archipel
women in asian societies (oua),women and the world economic crisis,book,development world economic crisis woman country relation international develop
global and regional sustainability,environmental monitoring and assessment,journal,monitoring periodical assessment measurement pollution environmental
global and regional sustainability,ecology for transformation,article,consciousness transformation institute periodical centre ecology periodicals psychology australian deep study transpersonal
global and regional sustainability,biodiversity conservation and the eradication of poverty,article,energy science development programme use biodiversity conservation research poverty eradication united nation
complex care,clinical psychomotor skills: assessment tools for nurses,book,competence nursing practice nurse skill assessment australia standard clinical psychomotor tool
transformations in the global order,millennium,journal,millennium periodical internationale riodiques relation pe international
transformations in the global order,private authority and international affairs,book,affair enterprise authority economic trade congresses business private relation international
counselling placement and supervision group 2,the different drum: community making and peace,book,different peace drum community life make spiritual
future learning design 2019,university teaching in focus: a learning-centred approach,book,university learning teach classroom management centre approach focus effective teaching college
future learning design 2019,making teaching work: teaching smarter in post-compulsory education,book,teacher teach compulsory education work post effective teaching college make smart train
current debates in education,teachers college record (1970),journal,teacher periodical education e ducation college 1970 record riodiques pe
academic learning skills,survive and thrive: skills for your first year at university,book,handbooks student etc university manual thrive year skill australia first survive orientation college study
"society, culture and ecology in asia",the wayfinders: why ancient wisdom matters in the modern world,book,world wisdom ancient acculturation language endanger indigenous matter wayfinders modern people
"society, culture and ecology in asia","tribal communities in the malay world: historical, cultural and social perspectives",book,tribes asia tribal world historical southeast malay cultural social congress congresses community ethnology perspective southeastern
"society, culture and ecology in asia",the future of population in asia,book,asia future toekomstverwachtingen population bevolking
"society, culture and ecology in asia","bijdragen tot de taal-, land- en volkenkunde / journal of the humanities and social sciences of southeast asia",journal,asia science de southeast social en journal taal volkenkunde land humanity tot bijdragen
"society, culture and ecology in asia",indonesian nature conservation newsletter.,journal,nature indonesian worker park aiatsiss new ranger wale protection south sit conservation occupation train newsletter
"society, culture and ecology in asia",are the farmers always right? : rethinking assumptions guiding agricultural and environmental research in southeast asia,article,asia assumption southeast right australia always guide farmer agricultural research rethink action environmental methodology
"society, culture and ecology in asia",civilizing the margins: southeast asian government policies for the development of minorities,book,asia development asian southeast social civilize rural condition government indigenous margin policy relation people minority
"society, culture and ecology in asia",marketing the rainforest: green panacea or red herring?,article,rainforest preservation issue panacea red ecology protection geography herring green swamp market environmental
"society, culture and ecology in asia",the orang kuba of sumatra : deforestation and the people of the forest : the orang rimba or kubu of sumatra,article,sumatra deforestation kubu kuba forest rimba orang people
"society, culture and ecology in asia",the modern anthropology of south-east asia: an introduction,book,asia east anthropology southeast social history south life ethnology southeastern modern introduction custom
"society, culture and ecology in asia","contesting the foreshore: tourism, society, and politics on the coast",book,society development coast culture contest congress politics congresses sustainable foreshore tourism
animal nutrition and toxicology,goat agskills: a practical guide to farm skills,book,handbooks etc goat manual skill agskills guide practical health farm care
teaching english in secondary schools,"introducing literature: a practical guide to literary analysis, criticism, and theory",book,etc teach theory english analysis write literary history guide practical literature method criticism secondary study introducing
"terrorists, gangsters and the state",southeast asian affairs,journal,affair asia asian southeast economic periodical condition politics government
human anatomy ii,"functional anatomy: musculoskeletal anatomy, kinesiology, and palpation for manual therapists",book,therapeutic therapist anatomy functional manual manipulation palpation system musculoskeletal kinesiology
critical topics in communication and media studies,accessing subscription video on demand : a study of disability and streaming television in australia,book,access demand video subscription stream australia television study disability
critical topics in communication and media studies,post script,journal,play picture periodical script post motion
health research and evidence based nursing care,australian health consumer,journal,periodical australia public health consumer australian forum
health research and evidence based nursing care,teaching ebp: getting to the gold: how to search for the best evidence,article,gold teach evidence search ebp get best
health research and evidence based nursing care,"evidence-based practice, step by step: implementing an evidence-based practice change",article,change industry evidence practice step base implement health care medicine
health research and evidence based nursing care,australian journal of advanced nursing (online),journal,nursing nurse advance periodical online australia australian journal
health research and evidence based nursing care,a qualitative study of nursing student experiences of clinical practice,article,student nursing elsewhere nurse practice education placement qualitative classified clinical experience study 111099
health research and evidence based nursing care,work-related factors and violence among nursing staff in the european next study: a longitudinal cohort study,article,related longitudinal nursing cohort staff violence work next among checked library factor study european
genetics and evolution,evolutionary analysis,book,evolution biology analysis evolutionary research textbook
overseas aid and international development (oua),the search for sustainable markets: the promise and failures of fair trade,article,intellectual fair search property trade sustainable failure international product promise market law counterfeit
strategies for growth and excellence,futures,journal,economic periodical future policy technological forecasting
screen texts,substance,journal,periodical literature substance
principles of counselling 2,psychoanalytic diagnosis: understanding personality structure in the clinical process,book,development structure process assessment typology diagnosis psychology understanding clinical personality psychoanalytic
democracy in doubt,political studies,journal,study science periodical political politique riodiques pe
democracy in doubt,the journal of politics,journal,science periodical general politics government political journal
media governance and globalisation,the information society,journal,society science development information periodical effect serials system technological samenleving
media governance and globalisation,international journal of cultural policy,journal,cultural periodical policy international journal
